algo,tune_args,fc,rm,trees,nodesize,n_p_test,n_p_train,n_a_train,mtry,np,na,prevalence,auc,cor,pcor,ODP,auc_po,auc_po_flexsdm,CBI,CBI_rescale,IMAE,tunes
maxnet,fc: lqhp. rm: 5.5,lqhp,5.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.730428071181788,0.127878580925768,0.017888603138152,0.969663140372803,0.730428071181788,0.730428071181788,0.827854383292945,0.913927191646473,0.530629031639064,5
maxnet,fc: lqhp. rm: 6,lqhp,6,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.72894594897247,0.12686887696448,0.0221407559400333,0.969663140372803,0.72894594897247,0.72894594897247,0.822669935054781,0.91133496752739,0.526161554352165,5
maxnet,fc: lqp. rm: 1,lqp,1,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.7367831860421,0.149601476245137,0.00162099899096107,0.969663140372803,0.7367831860421,0.7367831860421,0.818402733292575,0.909201366646288,0.59852132640678,5
maxnet,fc: lqp. rm: 1.5,lqp,1.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.737441926646978,0.144529902425845,0.00208022307037797,0.969663140372803,0.737441926646978,0.737441926646978,0.77671647149782,0.88835823574891,0.583591533611478,5
maxnet,fc: lqp. rm: 2,lqp,2,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.735892700745795,0.137976922238758,0.0036829013178637,0.969663140372803,0.735892700745795,0.735892700745795,0.842170697388447,0.921085348694223,0.572256622083915,5
maxnet,fc: lqp. rm: 2.5,lqp,2.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.733729037765505,0.132891879922815,0.00590316564345182,0.969663140372803,0.733729037765505,0.733729037765505,0.824680337311555,0.912340168655778,0.563444879450687,5
maxnet,fc: lqp. rm: 3,lqp,3,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.732405235701794,0.131320698546563,0.00707634669966909,0.969663140372803,0.732405235701794,0.732405235701794,0.821843181005593,0.910921590502796,0.557104026011565,5
maxnet,fc: lqp. rm: 3.5,lqp,3.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.732216552965989,0.130790616256432,0.00813235407567109,0.969663140372803,0.732216552965989,0.732216552965989,0.823106664451618,0.911553332225809,0.551810409868366,5
maxnet,fc: lqp. rm: 4,lqp,4,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.732378159737386,0.130424422178566,0.00921734601988294,0.969663140372803,0.732378159737386,0.732378159737386,0.817459569177309,0.908729784588654,0.54653790952874,5
maxnet,fc: lqp. rm: 4.5,lqp,4.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.73214370080502,0.129897177096555,0.0107944549214527,0.969663140372803,0.73214370080502,0.73214370080502,0.819094627522106,0.909547313761053,0.541418490972088,5
maxnet,fc: lqp. rm: 5,lqp,5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.731429344779297,0.12899400557087,0.0130443392955658,0.969663140372803,0.731429344779297,0.731429344779297,0.819742006003766,0.909871003001883,0.536570210268139,5
maxnet,fc: lqp. rm: 5.5,lqp,5.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.730475015316704,0.127963948490302,0.0160944156266374,0.969663140372803,0.730475015316704,0.730475015316704,0.821016822658197,0.910508411329099,0.531825940898285,5
maxnet,fc: lqp. rm: 6,lqp,6,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.728530502501425,0.126811017917897,0.0203119412109311,0.969663140372803,0.728530502501425,0.728530502501425,0.813862037463075,0.906931018731537,0.527171786381669,5
maxnet,fc: q. rm: 1,q,1,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.751575915712356,0.155867242544644,0.000746538094447843,0.969663140372803,0.751575915712356,0.751575915712356,0.837458370577881,0.918729185288941,0.601069361987774,5
maxnet,fc: q. rm: 1.5,q,1.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.748106864391372,0.151686753779476,0.00100589069085692,0.969663140372803,0.748106864391372,0.748106864391372,0.82023717510932,0.91011858755466,0.59009860371791,5
maxnet,fc: q. rm: 2,q,2,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.745398101042312,0.14692675293667,0.00150282023218581,0.969663140372803,0.745398101042312,0.745398101042312,0.797596182743909,0.898798091371955,0.581491615121443,5
maxnet,fc: q. rm: 2.5,q,2.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.742934589288691,0.141779240443686,0.00260230795395384,0.969663140372803,0.742934589288691,0.742934589288691,0.84956799169579,0.924783995847895,0.575723637037702,5
maxnet,fc: q. rm: 3,q,3,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.74049916208617,0.139135987614707,0.00374945387046082,0.969663140372803,0.74049916208617,0.74049916208617,0.806676490632474,0.903338245316237,0.572656820701751,5
maxnet,fc: q. rm: 3.5,q,3.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.739164671361992,0.138258938187386,0.00395269032937344,0.969663140372803,0.739164671361992,0.739164671361992,0.857092999642388,0.928546499821194,0.569248996787599,5
maxnet,fc: q. rm: 4,q,4,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.73858554424181,0.137477497428095,0.0042041990612636,0.969663140372803,0.73858554424181,0.73858554424181,0.844272878034168,0.922136439017084,0.565976485961852,5
maxnet,fc: q. rm: 4.5,q,4.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.737904990385189,0.136801564839443,0.00451393279824165,0.969663140372803,0.737904990385189,0.737904990385189,0.84842725290802,0.92421362645401,0.562638604959115,5
maxnet,fc: q. rm: 5,q,5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.737052903808633,0.136108341589631,0.00489118937096581,0.969663140372803,0.737052903808633,0.737052903808633,0.845174965585811,0.922587482792905,0.559366831809938,5
maxnet,fc: q. rm: 5.5,q,5.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.735811410641801,0.135310506817033,0.00539148604794584,0.969663140372803,0.735811410641801,0.735811410641801,0.838225745181898,0.919112872590949,0.556275717712824,5
maxnet,fc: q. rm: 6,q,6,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.735052875438459,0.13456753639021,0.00598159255924561,0.969663140372803,0.735052875438459,0.735052875438459,0.840278328937786,0.920139164468893,0.553270692731915,5
maxnet,fc: qh. rm: 1,qh,1,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.701224639300453,0.129315648332735,0.0219225560187178,0.969663140372803,0.701224639300453,0.701224639300453,0.73162271449362,0.86581135724681,0.620618001466005,5
maxnet,fc: qh. rm: 1.5,qh,1.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.724187521263066,0.140984035086178,0.00522122682176841,0.969663140372803,0.724187521263066,0.724187521263066,0.843825842651932,0.921912921325966,0.601513618915395,5
maxnet,fc: qh. rm: 2,qh,2,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.738084103390131,0.143490768247297,0.00331389539790109,0.969663140372803,0.738084103390131,0.738084103390131,0.818129439844027,0.909064719922013,0.589169709698426,5
maxnet,fc: qh. rm: 2.5,qh,2.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.744094499545043,0.142342194764185,0.00369584236264934,0.969663140372803,0.744094499545043,0.744094499545043,0.811624588869585,0.905812294434793,0.57940602307211,5
maxnet,fc: qh. rm: 3,qh,3,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.742001501225478,0.139871620984449,0.00414198006566765,0.969663140372803,0.742001501225478,0.742001501225478,0.809385432107355,0.904692716053678,0.57284439437083,5
maxnet,fc: qh. rm: 3.5,qh,3.5,,,18.4,73.6,2361.6,,18.4,590.4,0.0303368596271971,0.739054326335466,0.138192144744421,0.00430337676042897,0.969663140372803,0.739054326335466,0.739054326335466,0.846433563255271,0.923216781627636,0.568316317518107,5
